corrected_grade,COURSE_NAME,COURSE_NUMBER,grade_type,inc_ovrdue?,inc_pfa?,inc_project?,LETTER_GRADE,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
A+,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A+,11525 A400,11525,100,98,,0,99,100
A+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A+,11525 B400,11525,100,97,,0,98,100
A+,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,A+,11525 C400,11525,100,93,98,0,97,100
A+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A+,11525 D430,11525,100,100,,0,100,100
I,SP-AP Spanish Language,E400,project,TRUE,FALSE,FALSE,I,11525 E400,11525,100,,,1,100,100
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,A-,11525 I106,11525,100,89,,0,92,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11526 A400,11526,0,81,,1,78,100
C+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,C+,11526 B400,11526,0,83,,0,79,100
I,SP-AP Statistics,C420,project,TRUE,FALSE,TRUE,I,11526 C420,11526,0,78,66,2,71,100
C+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,C+,11526 D430,11526,27,76,,0,77,100
I,SP-AP Spanish Language,E400,project,TRUE,FALSE,FALSE,I,11526 E400,11526,0,,,1,82,100
A+,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A+,11526 G022,11526,100,100,,0,100,100
NP,Intro to Programming,I1106ICS,pnp_elec,TRUE,FALSE,FALSE,I,11526 I1106ICS,11526,0,97,,1,89,100
A-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A-,11527 A400,11527,50,93,,0,91,100
A-,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A-,11527 B400,11527,80,89,,0,91,100
B,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,B,11527 C420,11527,20,73,95,0,83,100
A,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A,11527 D430,11527,63,94,,0,93,100
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,A,11527 I106,11527,100,90,,0,93,100
A,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A,11530 A400,11530,75,95,,0,94,100
A,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A,11530 B400,11530,80,96,,0,95,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,FALSE,I,11530 C420,11530,60,100,95,1,92,90
A,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A,11530 D430,11530,90,96,,0,96,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A+,11530 I139,11530,100,95,,0,97,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11532 A400,11532,0,77,,1,75,100
I,SP-AP English Literature,B400,project,TRUE,TRUE,FALSE,I,11532 B400,11532,20,71,,1,70,85
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11532 C420,11532,0,,65,1,56,63
C+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,C+,11532 D430,11532,18,77,,0,77,100
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,A-,11532 I106,11532,100,87,,0,91,100
A-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A-,11534 A400,11534,100,89,,0,92,100
B,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B,11534 B400,11534,40,86,,0,85,100
I,SP-AP Calculus AB,C400,project,FALSE,TRUE,FALSE,I,11534 C400,11534,20,,95,0,84,90
A-,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A-,11534 D430,11534,81,89,,0,91,100
I,SP-AP Spanish Language,E400,project,TRUE,TRUE,FALSE,I,11534 E400,11534,20,,,1,84,90
,Yearbook (E),I105,pnp_elec,FALSE,FALSE,FALSE,,11534 I105,11534,,,,0,,
P,Adulting 101,I300,pnp_elec,FALSE,FALSE,FALSE,A+,11534 I300,11534,100,100,,0,100,100
I,SP-AP Government,A400,project,FALSE,TRUE,FALSE,I,11535 A400,11535,0,82,,0,76,88
C,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,C,11535 B400,11535,0,77,,0,75,100
A-,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,A-,11535 C400,11535,20,95,97,0,90,100
I,SP-AP Environmental Science,D430,project,FALSE,TRUE,FALSE,I,11535 D430,11535,0,84,,0,75,76
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,A-,11535 I106,11535,100,89,,0,92,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11536 A400,11536,25,71,,2,73,100
I,SP-AP English Literature,B400,project,TRUE,FALSE,FALSE,I,11536 B400,11536,40,83,,1,83,100
I,SP-AP Statistics,C420,project,FALSE,FALSE,TRUE,I,11536 C420,11536,20,82,69,0,75,100
C+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,C+,11536 D430,11536,0,82,,0,78,100
NP,Internship,I139,pnp_elec,FALSE,FALSE,TRUE,I,11536 I139,11536,100,69,,0,78,100
I,SP-AP Government,A400,project,TRUE,TRUE,FALSE,I,11538 A400,11538,25,72,,1,71,88
B-,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B-,11538 B400,11538,20,84,,0,82,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11538 C420,11538,0,74,59,1,65,90
C,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,C,11538 D430,11538,0,76,,0,74,100
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,B-,11538 I106,11538,100,72,,0,80,100
I,SP-AP Government,A400,project,TRUE,TRUE,FALSE,I,11539 A400,11539,0,81,,1,75,88
C,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,C,11539 B400,11539,0,79,,0,76,100
I,SP-AP Statistics,C420,project,FALSE,TRUE,TRUE,I,11539 C420,11539,0,80,67,0,64,63
C,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,C,11539 D430,11539,9,73,,0,73,100
,Yearbook (E),I105,pnp_elec,FALSE,FALSE,FALSE,,11539 I105,11539,,,,0,,
P,Adulting 101,I300,pnp_elec,FALSE,FALSE,FALSE,A+,11539 I300,11539,100,97,,0,98,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11541 A400,11541,0,72,,1,71,100
C-,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,C-,11541 B400,11541,0,71,,0,71,100
I,SP-AP Statistics,C420,project,FALSE,TRUE,TRUE,I,11541 C420,11541,0,81,65,0,69,90
I,SP-AP Environmental Science,D430,project,TRUE,TRUE,FALSE,I,11541 D430,11541,0,76,,1,73,92
A-,Exploring Music,F512,a_f_elec,FALSE,FALSE,FALSE,A-,11541 F512,11541,100,86,,0,90,100
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,11541 G102,11541,100,98,,0,99,100
A-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A-,11542 A400,11542,50,93,,0,91,100
A,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A,11542 B400,11542,60,95,,0,93,100
A,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,A,11542 C400,11542,40,100,96,0,93,100
A-,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,A-,11542 C420,11542,40,100,93,0,92,100
A,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A,11542 D430,11542,81,97,,0,96,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A+,11542 I139,11542,100,96,,0,97,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11543 A400,11543,0,72,,1,71,100
C-,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,C-,11543 B400,11543,0,70,,0,70,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11543 C420,11543,0,,56,1,54,72
I,SP-AP Environmental Science,D430,project,FALSE,FALSE,TRUE,I,11543 D430,11543,0,63,,0,65,100
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,B,11543 I106,11543,100,79,,0,85,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11544 A400,11544,0,83,,1,79,100
I,SP-AP English Literature,B400,project,TRUE,FALSE,FALSE,I,11544 B400,11544,40,83,,1,83,100
C,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,C,11544 C420,11544,0,82,76,0,76,100
B,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B,11544 D430,11544,9,88,,0,83,100
A-,Multimedia Journalism,G299,a_f_elec,FALSE,FALSE,FALSE,A-,11544 G299,11544,100,85,,0,90,100
,Teaching Assistant (all courses) (E),I1106HG,pnp_elec,FALSE,FALSE,FALSE,,11544 I1106HG,11544,,,,0,,
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11545 A400,11545,50,81,,1,82,100
B,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B,11545 B400,11545,60,85,,0,86,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11545 C420,11545,40,88,67,1,76,90
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,11545 D430,11545,63,88,,1,88,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A,11545 I139,11545,100,93,,0,95,100
I,SP-AP Government,A400,project,TRUE,FALSE,TRUE,I,11546 A400,11546,0,69,,2,69,100
I,SP-AP English Literature,B400,project,TRUE,FALSE,TRUE,I,11546 B400,11546,0,68,,1,69,100
I,SP-AP Calculus AB,C400,project,FALSE,TRUE,FALSE,I,11546 C400,11546,0,85,94,0,82,90
I,SP-AP Environmental Science,D430,project,FALSE,FALSE,TRUE,I,11546 D430,11546,0,69,,0,69,100
NP,Adulting 101,I300,pnp_elec,FALSE,TRUE,TRUE,I,11546 I300,11546,0,66,,0,57,50
NP,Cooking Fundamentals,I600,pnp_elec,TRUE,TRUE,FALSE,I,11546 I600,11546,100,74,,1,67,50
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11547 A400,11547,0,73,,1,72,100
B,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B,11547 B400,11547,40,87,,0,86,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11547 C420,11547,0,73,60,1,65,90
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,11547 D430,11547,9,86,,1,82,100
A-,Multimedia Journalism,G299,a_f_elec,FALSE,FALSE,FALSE,A-,11547 G299,11547,100,87,,0,91,100
P,Adulting 101,I300,pnp_elec,FALSE,FALSE,FALSE,A,11547 I300,11547,50,99,,0,95,100
B-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,B-,11548 A400,11548,100,74,,0,82,100
B,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B,11548 B400,11548,60,81,,0,83,100
B,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,B,11548 C400,11548,40,88,87,0,86,100
B,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,B,11548 C420,11548,40,74,91,0,83,100
B,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B,11548 D430,11548,81,81,,0,85,100
NP,Adulting 101,I300,pnp_elec,TRUE,FALSE,FALSE,I,11548 I300,11548,0,78,,1,76,100
NP,Cooking Fundamentals,I600,pnp_elec,TRUE,FALSE,FALSE,I,11548 I600,11548,100,100,,1,100,100
A+,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A+,11549 A400,11549,100,95,,0,97,100
A+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A+,11549 B400,11549,100,95,,0,97,100
A+,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,A+,11549 C400,11549,100,100,98,0,99,100
A+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A+,11549 D430,11549,100,96,,0,97,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A-,11549 I139,11549,100,88,,0,92,100
I,SP-AP US History,A300,project,TRUE,FALSE,TRUE,I,11550 A300,11550,0,65,,2,67,100
I,SP-AP English Language,B300,project,TRUE,TRUE,TRUE,I,11550 B300,11550,0,45,,2,51,92
I,SP-Math III,C320,project,FALSE,FALSE,TRUE,I,11550 C320,11550,0,,54,0,59,100
I,SP-Chemistry,D200,project,TRUE,TRUE,TRUE,I,11550 D200,11550,0,42,,2,49,91
I,SP-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,11550 E300,11550,0,,,1,61,91
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,11550 I136,11550,100,92,,0,94,100
NP,Cooking Fundamentals,I600,pnp_elec,TRUE,TRUE,FALSE,I,11550 I600,11550,100,95,,1,82,50
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11551 A400,11551,75,76,,1,81,100
I,SP-AP English Literature,B400,project,TRUE,FALSE,FALSE,I,11551 B400,11551,80,90,,1,91,100
C+,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,C+,11551 C420,11551,20,75,84,0,79,100
B,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B,11551 D430,11551,54,86,,0,86,100
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,11551 G102,11551,100,100,,0,100,100
P,Teaching Assistant (all courses) (E),I1106CR,pnp_elec,FALSE,FALSE,FALSE,A+,11551 I1106CR,11551,,,,0,100,
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11552 A400,11552,0,70,,1,70,100
C+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,C+,11552 B400,11552,60,73,,0,78,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,FALSE,I,11552 C420,11552,0,70,78,1,66,63
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,11552 D430,11552,0,83,,1,79,100
B+,Intro to Visual Arts,F502,a_f_elec,FALSE,FALSE,FALSE,B+,11552 F502,11552,100,84,,0,89,100
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,11552 G102,11552,100,100,,0,100,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11554 A400,11554,50,91,,1,89,100
B+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B+,11554 B400,11554,40,90,,0,88,100
B+,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,B+,11554 C400,11554,40,82,94,0,87,100
I,SP-AP Statistics,C420,project,TRUE,FALSE,FALSE,I,11554 C420,11554,40,82,82,1,82,100
A-,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A-,11554 D430,11554,54,92,,0,90,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A-,11554 I139,11554,100,88,,0,92,100
I,SP-AP Government,A400,project,TRUE,TRUE,FALSE,I,11555 A400,11555,50,87,,2,79,66
I,SP-AP English Literature,B400,project,TRUE,TRUE,FALSE,I,11555 B400,11555,60,88,,1,79,57
I,SP-AP Environmental Science,D430,project,TRUE,TRUE,FALSE,I,11555 D430,11555,54,85,,2,77,61
I,SP-AP Spanish Language,E400,project,TRUE,TRUE,FALSE,I,11555 E400,11555,20,,,1,51,60
A+,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A+,11555 G022,11555,100,100,,0,100,100
I,Holocaust History,G1055,a_f_elec,FALSE,TRUE,FALSE,I,11555 G1055,11555,100,100,,0,85,50
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11558 A400,11558,100,95,,1,97,100
A,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A,11558 B400,11558,100,93,,0,95,100
B+,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,B+,11558 C420,11558,40,94,91,0,89,100
A,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A,11558 D430,11558,100,94,,0,96,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,B+,11558 I139,11558,100,82,,0,87,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11559 A400,11559,50,79,,1,81,100
B+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B+,11559 B400,11559,80,84,,0,87,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,FALSE,I,11559 C420,11559,0,97,73,1,70,54
C,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,C,11559 D430,11559,9,76,,0,75,100
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,11559 G1055,11559,100,100,,0,100,100
P,Teaching Assistant (all courses) (E),I1106SL,pnp_elec,FALSE,FALSE,FALSE,A+,11559 I1106SL,11559,,,,0,100,
I,SP-AP Government,A400,project,TRUE,TRUE,FALSE,I,11560 A400,11560,0,79,,1,72,77
I,SP-AP English Literature,B400,project,TRUE,FALSE,TRUE,I,11560 B400,11560,0,66,,1,67,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11560 C420,11560,0,81,67,1,66,72
I,SP-AP Environmental Science,D430,project,TRUE,TRUE,TRUE,I,11560 D430,11560,0,66,,3,66,92
I,Multimedia Journalism,G299,a_f_elec,FALSE,TRUE,FALSE,I,11560 G299,11560,100,75,,0,72,50
NP,Intro to Programming,I1106ICS,pnp_elec,TRUE,TRUE,TRUE,I,11560 I1106ICS,11560,0,61,,2,55,60
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11562 A400,11562,0,79,,1,76,100
I,SP-AP English Literature,B400,project,TRUE,FALSE,FALSE,I,11562 B400,11562,60,74,,1,78,100
I,SP-AP Statistics,C420,project,TRUE,FALSE,FALSE,I,11562 C420,11562,20,76,80,1,78,100
B-,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B-,11562 D430,11562,63,78,,0,81,100
I,SP-Spanish 3,E300,project,TRUE,FALSE,FALSE,I,11562 E300,11562,0,,,1,67,100
I,Multimedia Journalism,G299,a_f_elec,FALSE,TRUE,FALSE,I,11562 G299,11562,100,95,,0,90,66
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,11562 G1055,11562,100,100,,0,100,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11563 A400,11563,50,78,,1,80,100
I,SP-AP English Literature,B400,project,TRUE,FALSE,FALSE,I,11563 B400,11563,100,82,,1,87,100
I,SP-AP Calculus AB,C400,project,FALSE,FALSE,TRUE,I,11563 C400,11563,20,0,91,0,59,100
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,11563 D430,11563,45,79,,2,80,100
A,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A,11563 G022,11563,100,93,,0,95,100
P,Teaching Assistant (all courses) (E),I1106CR,pnp_elec,FALSE,FALSE,FALSE,A,11563 I1106CR,11563,,,,0,93,
I,SP-AP Government,A400,project,TRUE,TRUE,TRUE,I,11564 A400,11564,0,68,,1,66,88
I,SP-AP English Literature,B400,project,TRUE,FALSE,FALSE,I,11564 B400,11564,0,78,,1,76,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11564 C420,11564,0,,57,3,46,45
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,11564 D430,11564,18,71,,1,72,100
NP,Internship,I139,pnp_elec,FALSE,FALSE,TRUE,I,11564 I139,11564,100,25,,0,48,100
I,AP Government (M),A400M,project,TRUE,FALSE,FALSE,I,11565 A400,11565,100,87,,1,87,100
C+,AP English Literature (M),B400M,project,FALSE,FALSE,FALSE,C+,11565 B400,11565,33,78,,0,79,100
I,SP-AP Environmental Science,D430,project,FALSE,TRUE,FALSE,I,11565 D430,11565,0,,,0,,0
C-,Spanish 2 (M),E200M,project,FALSE,FALSE,FALSE,C-,11565 E200,11565,100,,,0,70,100
C,Intro to Video Production (E),F511,a_f_elec,FALSE,FALSE,FALSE,C,11565 F511,11565,,,,0,76,
P,Cooking Fundamentals,I600,pnp_elec,FALSE,FALSE,FALSE,B+,11565 I600,11565,100,83,,0,88,100
A,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A,11566 A400,11566,100,93,,0,95,100
A,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A,11566 B400,11566,80,92,,0,93,100
B,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,B,11566 C420,11566,80,85,80,0,86,100
B+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B+,11566 D430,11566,90,86,,0,89,100
A+,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A+,11566 G022,11566,100,100,,0,100,100
P,Cooking Fundamentals,I600,pnp_elec,FALSE,FALSE,FALSE,A+,11566 I600,11566,100,100,,0,100,100
A-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A-,11567 A400,11567,100,86,,0,90,100
A-,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A-,11567 B400,11567,100,86,,0,90,100
A,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,A,11567 C400,11567,100,96,92,0,96,100
B+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B+,11567 D430,11567,100,82,,0,87,100
,Yearbook (E),I105,pnp_elec,FALSE,FALSE,FALSE,,11567 I105,11567,,,,0,,
P,Adulting 101,I300,pnp_elec,FALSE,FALSE,FALSE,A+,11567 I300,11567,100,100,,0,100,100
I,SP-AP Government,A400,project,TRUE,TRUE,FALSE,I,11568 A400,11568,25,81,,2,75,77
I,SP-AP English Literature,B400,project,TRUE,TRUE,FALSE,I,11568 B400,11568,20,74,,1,69,71
I,SP-AP Calculus AB,C400,project,TRUE,TRUE,TRUE,I,11568 C400,11568,0,0,93,2,51,63
I,SP-AP Environmental Science,D430,project,TRUE,TRUE,FALSE,I,11568 D430,11568,45,85,,1,78,69
C+,(BD) Introduction to Psychological Science,G101,a_f_elec,FALSE,FALSE,FALSE,C+,11568 G101,11568,50,76,,0,79,100
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,11568 G1055,11568,100,100,,0,100,100
C+,SP-AP Government,A400,project,FALSE,FALSE,FALSE,C+,11572 A400,11572,25,79,,0,79,100
B-,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B-,11572 B400,11572,0,86,,0,81,100
I,SP-AP Statistics,C420,project,TRUE,FALSE,FALSE,I,11572 C420,11572,0,81,79,1,77,100
B-,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B-,11572 D430,11572,36,83,,0,82,100
B,SP-AP Spanish Language,E400,project,FALSE,FALSE,FALSE,B,11572 E400,11572,20,,,0,85,100
P,Adulting 101,I300,pnp_elec,FALSE,FALSE,FALSE,A-,11572 I300,11572,0,99,,0,90,100
P,Fitness (E),I345,pnp_elec,FALSE,FALSE,FALSE,A+,11572 I345,11572,,,,0,100,
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11573 A400,11573,50,80,,2,82,100
I,SP-AP English Literature,B400,project,TRUE,FALSE,FALSE,I,11573 B400,11573,40,77,,1,79,100
I,SP-AP Statistics,C420,project,TRUE,TRUE,FALSE,I,11573 C420,11573,0,78,77,2,68,63
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,11573 D430,11573,27,84,,3,82,100
NP,Internship,I139,pnp_elec,FALSE,FALSE,TRUE,I,11573 I139,11573,100,59,,0,71,100
A-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A-,11574 A400,11574,75,90,,0,91,100
B+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B+,11574 B400,11574,40,92,,0,89,100
B,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,B,11574 C420,11574,20,93,83,0,84,100
B+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B+,11574 D430,11574,45,92,,0,89,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A+,11574 I139,11574,100,96,,0,97,100
A-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A-,11575 A400,11575,75,92,,0,92,100
A-,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,A-,11575 B400,11575,100,85,,0,90,100
I,SP-AP Statistics,C420,project,FALSE,FALSE,TRUE,I,11575 C420,11575,0,71,67,0,69,100
B,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B,11575 D430,11575,54,82,,0,83,100
I,SP-AP Spanish Language,E400,project,TRUE,FALSE,FALSE,I,11575 E400,11575,0,,,1,79,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A+,11575 I139,11575,100,97,,0,98,100
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11578 A400,11578,50,80,,1,82,100
B,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B,11578 B400,11578,20,86,,0,83,100
C,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,C,11578 C420,11578,0,82,76,0,76,100
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,11578 D430,11578,0,90,,1,84,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A-,11578 I139,11578,100,87,,0,91,100
I,SP-AP Government,A400,project,TRUE,TRUE,TRUE,I,11580 A400,11580,0,30,,3,37,77
I,SP-AP English Literature,B400,project,TRUE,TRUE,TRUE,I,11580 B400,11580,20,52,,1,53,71
I,SP-AP Statistics,C420,project,TRUE,TRUE,TRUE,I,11580 C420,11580,0,,67,2,55,54
I,SP-AP Environmental Science,D430,project,TRUE,FALSE,TRUE,I,11580 D430,11580,0,39,,4,48,100
NP,Wilderness Perspectives,I108,pnp_elec,TRUE,TRUE,TRUE,I,11580 I108,11580,100,63,,3,64,66
A-,SP-AP Government,A400,project,FALSE,FALSE,FALSE,A-,11581 A400,11581,100,85,,0,90,100
B+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B+,11581 B400,11581,60,90,,0,89,100
A-,SP-AP Statistics,C420,project,FALSE,FALSE,FALSE,A-,11581 C420,11581,40,94,95,0,91,100
A-,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A-,11581 D430,11581,54,93,,0,91,100
A,(BD) Introduction to Psychological Science,G101,a_f_elec,FALSE,FALSE,FALSE,A,11581 G101,11581,100,90,,0,93,100
P,Teaching Assistant (all courses) (E),I1106GS,pnp_elec,FALSE,FALSE,FALSE,A+,11581 I1106GS,11581,,,,0,100,
I,SP-AP Government,A400,project,TRUE,FALSE,FALSE,I,11582 A400,11582,50,76,,1,79,100
B+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B+,11582 B400,11582,60,86,,0,87,100
B+,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,B+,11582 C400,11582,40,95,85,0,87,100
C+,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,C+,11582 D430,11582,36,78,,0,79,100
A,Intro to Video Production (E),F511,a_f_elec,FALSE,FALSE,FALSE,A,11582 F511,11582,,,,0,96,
P,Cooking Fundamentals,I600,pnp_elec,FALSE,FALSE,FALSE,A+,11582 I600,11582,100,100,,0,100,100
B,SP-AP Government,A400,project,FALSE,FALSE,FALSE,B,11583 A400,11583,75,82,,0,85,100
B+,SP-AP English Literature,B400,project,FALSE,FALSE,FALSE,B+,11583 B400,11583,80,85,,0,88,100
B+,SP-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,B+,11583 C400,11583,20,82,99,0,87,100
B,SP-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,B,11583 D430,11583,63,81,,0,83,100
